bsps
3.9494556513675976
9.20576355977741
7.4
2.968978269349801
4.8
10.5
7.270977799709817
6.0
28.128569275
2.516536158379963
3.25
4.9243260537531
4.7
8.8
11.5
2.67432909173528
14.85619715151268
17.994905567874316
3.25
6.0
5.7
8.172703715817335
6.943811848
8.622914454216978
7.633069819683553
15.0
34.0
13.0
2.633029080583388
27.0
19.5
8.6
11.389346321
10.0
4.4
14.753911285452803
6.029505727
4.9
9.039431082104858
1.62
2.6733181112232334
2.5680844322885537
1.925051261688504
10.0
12.5
4.631673638656084
4.831510125710031
5.454787607857424
4.876282408336009
3.1
5.7
3.733299108711016
3.871042002
4.727826024676544
9.870033743859093
10.5
5.435074013563074
4.868484730371346
13.382808584446517
9.2
7.496162107
12.1968383398293
1.47
6.0
12.0
4.394161874865645
10.663731674
15.0
18.318805034720285
10.0
10.122632376722173
14.5
13.0
6.928101449
25.0
3.473644825
3.8
4.6899258
9.4
12.5
16.5
3.336737212453481
6.2
26.0
9.8
8.097158
2.3955124558184258
6.525362229334643
3.849604198138149
8.2
8.2
12.647222087
6.466453265604214
5.8499006204342
10.284267194497756
2.3951940638532685
4.160455421
8.8
2.2996500397512136
6.445742356364352
11.0
3.55
7.382870917472246
4.586075381
4.529627536445405
13.5
6.2
4.876459183
3.2004287771987947
4.8
3.2952626826892235
3.43927862
1.7525978171035446
4.911646068116708
6.491960181359026
5.4
5.2
8.834152315823921
4.779447957623706
5.5
8.647898144283621
8.539606317401923
10.5
51.12651389644016
4.4
8.216002886418325
8.6
5.422653957133232
6.547363674830231
5.0
3.85
4.3
6.6
5.428119826572221
12.0
3.45
3.711525543
6.321110708396115
20.35296570930404
6.8
4.0
6.0
7.4
13.0
7.2
5.7
2.88
15.5
20.322696654780223
12.352656038298443
2.0364396361022274
9.6
3.873777646340204
12.734842582463711
2.207098681683828
3.4
20.0
5.3
3.0264188116030937
5.20722904477303
13.0
25.0
17.79474305363656
13.0
5.513425428410678
5.129019681521787
8.4
9.4
13.59767020633235
14.151079078654696
2.88
3.65
5.6
9.80805936772289
6.4
7.4
21.0
8.785804898
10.033431972
17.641986608447993
8.2
8.560404887540066
13.817924919349316
2.6226574665420186
6.251564752285049
6.322813250515658
5.4
8.8
3.351473126788213
18.449438371
12.0
18.0
14.046517603107784
11.5
3.4
10.347174529243492
9.905785670419284
1.82
4.63092651519908
6.8
6.6
4.9
5.228731864273213
3.019635241
2.5059729297872404
5.7
5.7
9.29437748111224
7.834923845265875
5.363929239683632
5.322861432287544
8.8
13.215969444654911
3.683347532809396
7.266507926163032
10.5
9.05509056852876
6.8
4.0
3.025878114
17.634700107505772
8.151690924466532
3.134001026
16.704193047694428
11.113959670769251
14.766193000888409
22.950217176581504
5.9
11.0751638713339
2.6299637944324084
9.2
2.257535915
5.8
11.0
13.0
8.715345358
3.00772913419734
3.1872474862568563
24.350819634
7.504893091749398
9.2
9.2
7.6
5.9
7.4
4.5
11.0
7.4
23.0
6.2
3.7
2.9377345731429383
6.130522467458359
3.021983366641704
8.2
6.6170306756671735
3.65
13.5
11.0
7.971691800331754
6.566239596802479
2.16
12.5
9.6
20.313389698702643
2.9706703405485326
6.0
8.0
4.2
3.85
17.0
1.73
3.55
2.110580411476932
6.4
5.320923578510446
16.5
7.535089241849784
27.831976734186835
5.021938919382809
5.0
5.379904946757652
4.3
9.29538421
6.4
1.33
10.5
22.506575661260094
9.071853163820432
10.0
10.179008325234062
8.0
12.0
6.116059718750167
15.5
10.695090113687067
3.292174786753512
6.4
2.198986226221833
7.473370931481148
8.4
17.0
25.341717231750955
11.0
5.313049386481617
7.2
13.0
4.1
4.250655313
10.651208757405977
13.5
4.6
4.2
7.2
7.4
7.8
2.5092832233067264
8.0
8.280100191363164
13.342457131558913
17.0
3.3455974327162403
7.6
8.0
5.220899062872768
8.6
10.0
9.693731704
3.15
3.3
11.0
25.71473176744734
2.2918200071617587
4.885398523597084
14.5
12.5
4.0
7.364207414782506
9.178181111595222
10.205384371457043
3.436860610413951
26.84648819574853
3.180641185252368
4.055684056739556
10.200572679874892
4.4
12.5
2.377525220820398
5.749335782324845
9.272459554700903
28.0
14.0
4.662412929
14.0
5.8
17.0
20.0
6.8
5.6
5.3
5.028785063355109
8.360266393790155
2.38
6.2
6.448796992
16.0
11.0
7.714591603756598
3.880717511534158
13.0
8.8
19.709230977
4.0460605111486165
9.853079708171077
7.605834981740045
5.5
30.020380485
10.5
15.180762811307176
2.206160804
2.362892384
11.5
1.39
3.616615126
4.769028384657887
4.5
36.0
5.8
2.5427190091421927
15.399269164672296
15.0
4.2
17.0
48.39467489
5.264302827516568
11.19182860252993
14.113838246489175
15.529582802
11.667512804411968
8.2
5.0
7.044963145327638
7.457976689
7.749818619872748
1.36
15.410733117838824
7.0
6.223688181363324
4.979525260818046
7.6
2.6471815793321194
9.78816293385706
7.631548098750352
2.790208445421468
7.598598891586297
12.386511730499038
13.622564769533923
5.922307672486058
5.107491804309904
4.1
4.5
4.2
3.168864745125492
17.759944870625315
4.284212230278444
17.514557005300816
22.90823223973944
15.545226802814287
2.835524214259668
4.615493524721442
16.0
21.889763838496293
4.629288385794279
4.143534810306292
9.4
11.7164760868066
11.250413714
3.2
6.011993727
5.1
10.0
26.0
3.968761481499896
6.8
4.5517433715767845
11.691230786
23.0
6.11120217828824
10.0
16.941811774104067
6.73620784273211
7.96042698284502
25.03332140163441
2.518704102333512
5.7
5.8
11.342808334
7.541754133
37.51570213183527
21.0
4.382744918376298
17.5
23.424067150593626
19.681950306814976
