,mse,mae,rmse,r2_score
train,0.0,0.0,0.0,1.0
train_mean_120,128.71799429239516,9.052029023281722,11.34539529026623,-127.71799429239516
test,12.679639100682863,1.6817355211392009,3.5608480872796107,0.818939262289508
test_mean_120,116.11362777704929,9.031548646579882,10.775603360232283,-100.98594236833308
