,mse,mae,rmse,r2_score
train,8.688883625978193,1.5414639546261188,2.94769123654059,0.8554319302807424
train_mean_120,117.84653599642877,9.052029023281722,10.855714439705421,-116.84653599642877
test,10.471639502156943,1.6042050210525567,3.235991270408025,0.8504687114322712
test_mean_120,126.79115590853893,9.287086962076673,11.260157898916823,-110.36432274884513
