,mse,mae,rmse,r2_score
train,0.9409434293026603,0.5208567376052234,0.9700223859801692,0.9843443207269346
train_mean_120,123.72450455227829,9.05301705383417,11.123151736458434,-122.72450455227829
test,11.57250578523953,1.634372875489685,3.4018385889456204,0.8347487323577244
test_mean_120,124.91333833768947,9.233865332842779,11.176463588169984,-108.7149815110826
