,mse,mae,rmse,r2_score
train,8.69450540419428,1.5422658972796022,2.9486446724205817,0.8553383935664677
train_mean_120,117.74241046962808,9.052029023281722,10.850917494370146,-116.74241046962808
test,10.477345973941137,1.6050509266632378,3.2368728695982387,0.8503872250443097
test_mean_120,126.6838748702048,9.287230061034544,11.255393145963618,-110.2700947240885
