,mse,mae,rmse,r2_score
train,0.8762538628316403,0.44429940900184367,0.9360843246372841,0.9854206437804198
train_mean_120,123.63094562878874,9.052029023281722,11.118945346964736,-122.63094562878874
test,11.56139158094429,1.6589257251783966,3.4002046380981676,0.8349074392430531
test_mean_120,130.38926386634424,9.351943018861625,11.418811841270712,-113.52464456330405
