,mse,mae,rmse,r2_score
train,6.114108766705489,1.3723875380340063,2.4726723937281885,0.9763204277660973
train_mean_120,345.78536510029164,11.811580486860462,18.59530492087429,-344.7853651002917
test,22.339316649977118,2.229496840051079,4.726448629782949,0.8035815660375364
test_mean_120,229.394691622324,11.462353059004606,15.145781314356945,-547.7628859093181
