,mse,mae,rmse,r2_score
train,4.569807807052913e-14,4.212924359653201e-08,2.1377108801362528e-07,0.9999999999999998
train_mean_120,370.23006500305604,11.811580477727594,19.241363387324093,-369.23006500305615
test,27.73500035142039,2.5547947762329604,5.266402980348198,0.7561400189481646
test_mean_120,166.64828272979952,10.469148228768724,12.909232460909498,-397.6595849968531
