Epoch,Normalized Loss
0,24.549707333246868
1,21.639404594898224
2,23.378984456260998
3,23.118208467960358
4,22.567047367493313
5,133.85352667669454
6,21.141505827506382
7,23.701182931661606
8,23.882464567820232
9,156.31660224994025
10,24.630630110700924
11,20.482561846574146
12,27.31316011150678
13,28.549468114972115
14,23.99711464345455
15,24.054064253966015
16,21.907129277785618
17,23.064265877008438
18,24.21157179772854
19,31.700123493870098
20,169.73956954479218
21,21.840682794650395
22,19.54000583787759
23,18.935212204853695
24,22.19304585456848
25,26.686178018649418
26,22.63335772852103
27,20.329897820949554
28,23.970768337448437
29,22.739751542607944
30,20.07448247075081
31,20.841929977138836
32,22.858086228370667
33,21.960785513122875
34,21.434350257118542
35,20.67869322995345
36,23.55591709415118
37,21.38361664613088
38,21.48211893439293
39,19.123364090919495
40,21.588051830728848
41,25.92843504746755
42,21.517965257167816
43,21.043920919299126
44,26.94614766041438
45,33.096842428048454
46,20.33967699110508
47,22.37086985508601
48,19.84986102581024
49,20.73100484907627
50,24.450952748457592
51,24.313069383303326
52,22.435024097561836
53,19.928116132815678
54,29.708798413475353
55,18.945285494128864
56,20.51436506708463
57,26.46274061004321
58,22.822877198457718
59,27.787163843711216
60,19.801412105560303
61,24.212350447972614
62,20.299459407726925
63,21.869769006967545
64,22.185366829236347
65,21.607576618591946
66,60.86888465285301
67,23.417123059431713
68,21.78016045689583
69,21.245636145273846
70,21.709397455056507
71,26.785060356060665
72,21.39913960794608
73,20.93780369559924
74,20.94132528702418
75,21.559955313801765
76,22.470211684703827
77,23.68398944536845
78,20.45440990726153
79,31.65332904458046
80,22.11652637521426
81,25.27151616414388
82,23.307363241910934
83,21.614994411667187
84,22.515867839256924
85,27.021421338121097
86,20.569989522298176
87,21.781859134634335
88,25.76862172285716
89,19.595634028315544
90,30.727762192487717
91,21.541786188880604
92,22.66930618385474
93,22.112760325272877
94,37.46100634833177
95,39.93690867225329
96,22.703075180451076
97,23.672110964854557
98,21.295752207438152
99,21.073959782719612
100,22.587405423323315
101,24.934950590133667
102,22.455897361040115
103,27.317223807175953
104,21.295994242032368
105,20.36812596519788
106,25.72515590985616
107,22.89316736658414
108,21.63995212316513
109,20.156240423520405
110,18.89091995358467
111,20.137641231218975
112,31.92446146408717
113,23.560347725947697
114,19.68674350778262
115,27.553110629320145
116,22.317601770162582
117,22.401205857594807
118,552.4262812038263
119,19.87800693511963
120,23.345267325639725
121,72.60519709189732
122,20.196977118651073
123,23.4634807407856
124,21.668643285830814
125,22.36764629681905
126,22.24099051952362
127,23.317715997497242
128,26.843926668167114
129,27.544728110233944
130,24.357116252183914
131,23.47831951578458
132,22.26434063911438
133,64.16271310051282
134,21.328087960680325
135,21.266466920574505
136,39.09323077400526
137,29.09871679544449
138,21.585075447956722
139,22.094276155034702
140,27.953431497017544
141,61.11174847185612
142,22.204298521081608
143,27.158033366004627
144,22.112782160441082
145,26.382843871911366
146,21.260064323743183
147,19.64176466067632
148,19.71945266922315
149,20.178856035073597
150,21.18781805038452
151,29.944661046067875
152,28.01829872528712
153,18.727484385172527
154,22.01834703485171
155,21.462578346331913
156,21.686989386876423
157,30.41360590358575
158,23.115191876888275
159,22.242638145883877
160,21.47990083694458
161,24.653957724571228
162,20.975698336958885
163,29.750034645199776
164,21.835679829120636
165,20.74510310093562
166,21.105352689822514
167,29.129709601402283
168,20.645326698819797
169,49.78500841061274
170,20.229466418425243
171,20.491173471013706
172,23.189044773578644
173,28.403179784615833
174,21.649780144294102
175,20.4183663080136
176,21.799081017573673
177,20.90546652674675
178,23.09191294511159
179,28.950784126917522
180,19.93077025314172
181,21.48175399998824
182,20.18133861819903
183,22.48879229525725
184,67.24220849076907
185,21.581546088059742
186,21.330309629440308
187,22.438094158967335
188,30.36873349547386
189,18.92340163389842
190,22.598613778750103
191,21.693235506614048
192,23.62024425963561
193,24.467414100964863
194,23.638695483406384
195,23.88170490662257
196,20.64331455032031
197,21.320468733708065
198,20.61142075061798
199,21.392840961615246
200,23.116825093825657
201,20.87595920761426
202,23.281601786613464
203,22.584157347679138
204,24.32852379480998
205,67.5870571533839
206,19.413977637887
207,32.30730085571607
208,20.376751323541004
209,20.16272547841072
210,50.08618912100792
211,20.11001994709174
212,18.616695880889893
213,21.66491913298766
214,22.121479382117588
215,19.973336319128673
216,21.300299555063248
217,23.357309008638065
218,24.92316334446271
219,20.814920018116634
220,22.04766970872879
221,22.15136770407359
222,25.015576884150505
223,20.85962290565173
224,22.18739189704259
225,22.88914605975151
226,156.57887258629003
227,20.256490568319958
228,21.66397601366043
229,20.549570083618164
230,20.413843110203743
231,23.102147618929546
232,19.434529225031536
233,26.555950731039047
234,18.893055548270542
235,21.47996108730634
236,20.4125148554643
237,25.821684887011845
238,22.76976592342059
239,22.522093946735065
240,21.713502451777458
241,19.76871749262015
242,26.100343863169353
243,23.121773660182953
244,25.30263074239095
245,21.024356613556545
246,61.348397836089134
247,20.559666961431503
248,28.464466641346615
249,21.965407520532608
250,63.23673559228579
251,23.732527832190197
252,22.006122613946598
253,33.011710147062935
254,21.08000300327937
255,20.19113303224246
256,23.717627306779224
257,31.47674720486005
258,20.415227885047596
259,21.327707707881927
260,19.77635135749976
261,28.37363812327385
262,22.497888565063477
263,23.69100233912468
264,21.078708365559578
265,20.525762061278026
266,22.22654163837433
267,23.317715694506962
268,20.061759213606518
269,23.880328064163525
270,23.06125107904275
271,23.479665567477543
272,27.982343177000683
273,22.03753301004569
274,23.698504636685055
275,22.253490775823593
276,22.51150245467822
277,25.559580107529957
278,20.459333290656406
279,23.137273892760277
280,23.64066266020139
281,19.208836644887924
282,20.765010371804237
283,21.478586961825687
284,23.807124892870586
285,23.23022190729777
286,28.030695512890816
287,19.728556205828983
288,22.37995132803917
289,23.168592582146328
290,22.135576168696087
291,19.23374644915263
292,22.69274299343427
293,20.021260077754658
294,32.789275447527565
295,25.807642817497253
296,22.53933596611023
297,22.093699713548023
298,27.404921680688858
299,25.773026054104168
300,20.475006078680355
301,26.21017302076022
302,19.76825859149297
303,21.436252956589062
304,25.94267149269581
305,30.894120653470356
306,23.524585167566936
307,24.370810235540073
308,23.378294616937637
309,24.431023955345154
310,21.88788141310215
311,24.666914547483128
312,49.77063185969988
313,28.2400261759758
314,21.091319372256596
315,20.491641372442245
316,19.6510904332002
317,21.647767240802448
318,21.424576699733734
319,22.364925161004066
320,23.527935221791267
321,20.766560743252438
322,25.536923040946323
323,28.775149608651798
324,21.175590028365452
325,24.86049848794937
326,26.243584493796032
327,20.087168286244076
328,21.082941869894665
329,24.107447405656178
330,19.53092477718989
331,26.44044781724612
332,21.513554334640503
333,30.24714210132758
334,25.82717940211296
335,21.693456490834553
336,19.586138596137364
337,23.568165858586628
338,21.207961037755013
339,21.8605061819156
340,21.475625544786453
341,23.29132475455602
342,22.43424266576767
343,28.531746397415798
344,20.517181664705276
