,mse,mae,rmse,r2_score
train,33.046093701859405,2.2331178120815274,5.748573188353733,0.8720144844130495
train_mean_120,337.18397244180994,11.811580486860464,18.362569875750232,-336.18397244181006
test,19.792387267157647,2.273363711535177,4.4488635927793565,0.8259754417600911
test_mean_120,218.05788725194375,11.325488290542285,14.76678323982389,-520.6427401061109
