,mse,mae,rmse,r2_score
train,17.191987112065476,1.0075467639403868,4.14632211870538,0.9334164771681289
train_mean_120,322.60398416783175,11.82501273102853,17.961179921370192,-321.6039841678318
test,20.925578377444282,2.2091466899164516,4.574448423301358,0.8160118593125987
test_mean_120,227.84740318146024,11.471300297739335,15.094615039193952,-544.0614294190326
