,mse,mae,rmse,r2_score
train,36.75103736425527,2.2259853621057046,6.062263386249006,0.8576654624339205
train_mean_120,326.543246921513,11.811580486860468,18.070507655334783,-325.54324692151306
test,18.156054372737795,2.167000111208689,4.260992181726904,0.840362898171545
test_mean_120,212.53200099542758,11.335280174158354,14.578477320880516,-507.42359685616583
