#{"t_start": 1682359940.5761364, "env_id": null}
r,l,t
11.570555,38,6.241802
9.432297,38,7.066868
26.0,38,7.837466
87.444518,38,8.635682
17.668804,38,9.420037
15.212666,38,10.185196
18.034092,38,10.951393
3676.226026,38,11.729624
12.4,38,12.488151
33.0,38,13.264284
8.55292,38,14.034712
7.825219,38,14.805369
6.727174,38,15.584835
4.508941,38,16.37845
33.30051,38,17.165311
7.626579,38,17.960326
240.0,38,18.745102
19.766483,38,19.5151
6.678374,38,20.275385
6105.595126,38,21.046138
17.981815,38,21.82685
16.967847,38,22.600411
25.59189,38,23.395199
4.454369,38,24.150783
44.584467,38,24.924751
23.0,38,25.69602
4.277622,38,26.461119
32.908278,38,27.230558
14.669009,38,28.005489
16.535058,38,28.777567
28.591221,38,29.581503
17.47127,38,30.38359
31.681074,38,31.187894
32.966578,38,31.965368
3.713555,38,32.750119
22.0,38,33.563566
32.338994,38,34.373623
10.924762,38,35.13021
20.18286,38,35.867068
16.352112,38,36.65126
48.318168,38,37.447599
18.8,38,38.223642
21.043566,38,39.01201
-1670.110358,38,39.789204
9.873838,38,40.563696
65.927307,38,41.338262
24.071882,38,42.123738
31.919347,38,42.901772
12.428633,38,43.679537
17.631177,38,44.470012
7.179635,38,45.259884
29.0,38,46.018959
44.504011,38,46.772923
4.894866,38,50.188075
14.4,38,50.967632
10.268624,38,51.761693
-12192.11791,38,52.526441
20.091279,38,53.288896
58.38501,38,54.078627
11.088364,38,54.83294
-4414.56907,38,55.60356
11.832531,38,56.377559
10.811277,38,57.149831
15.037245,38,57.953478
10379.473614,38,58.72909
21.256365,38,59.503318
13.676318,38,60.265423
15.448417,38,61.064633
4.083207,38,61.85087
7.030933,38,62.615145
5.352551,38,63.385489
11.887178,38,64.162045
11.845094,38,64.947641
22.0,38,65.735626
22.911938,38,66.508057
16.0,38,67.261812
60.0,38,68.039201
5.947889,38,68.812948
20.0,38,69.584105
12.260312,38,70.34112
22.06195,38,71.105854
15.229415,38,71.871979
28.430069,38,72.611562
190.0,38,73.368433
64.0,38,74.117518
47.192246,38,74.859602
9.588236,38,75.626311
45.076923,38,76.409749
35.334936,38,77.194125
5.101617,38,77.999004
30.848656,38,78.771194
26.361781,38,79.525434
6.354262,38,80.300297
6.827839,38,81.058759
23.342893,38,81.84222
13.142514,38,82.632438
26.766355,38,83.413724
21.161521,38,84.212458
32.97918,38,84.996833
76632.680588,38,85.791702
38.0,38,86.570932
18.900928,38,87.35178
7.386434,38,88.14918
30.0,38,88.940966
11.735994,38,89.739944
29.859095,38,90.537595
8006.674728,38,91.34072
9.815144,38,94.661604
9.389902,38,95.410334
8.023668,38,96.165146
101.671499,38,96.940714
13.578943,38,97.715376
6.076321,38,98.507475
13.995383,38,99.274155
3.429765,38,100.069422
15.2,38,100.836488
6.984574,38,101.616816
39.118465,38,102.387117
40.0,38,103.160456
22.630985,38,103.941261
23.527999,38,104.727363
9.858854,38,105.514039
27.791177,38,106.282076
13.469195,38,107.053345
28.0,38,107.855151
17.100843,38,108.62514
25.0,38,109.399207
7.951494,38,110.193772
21.0,38,110.977322
5.787495,38,111.764346
21.0,38,112.531166
10.976065,38,113.300724
18.56,38,114.082732
5.818862,38,114.835083
2424.721385,38,115.601441
8.105146,38,116.373785
15.796528,38,117.134511
6.838373,38,117.888742
22.833872,38,118.664933
21.421375,38,119.445263
27.063367,38,120.224283
8.606905,38,120.99183
13.539315,38,121.795302
31.053302,38,122.584039
14.4,38,123.359609
14.470912,38,124.155456
201.726428,38,124.965591
15.491593,38,125.745952
13.801949,38,126.515517
11.206321,38,127.280184
-14606.851667,38,128.080177
12.898628,38,128.844524
11.767879,38,129.621536
17.852771,38,130.401454
19.892654,38,131.193725
9.735168,38,131.973007
7081.113932,38,132.742862
20.003249,38,133.504896
21.360533,38,134.279367
13.6,38,135.043459
7.255408,38,135.802893
8.625408,38,139.211743
22.0,38,139.95701
16.437006,38,140.717037
14.545723,38,141.484902
26.0,38,142.246605
8.2,38,143.028
34.0,38,143.822221
6131.275394,38,144.640097
21.038742,38,145.408443
37.0,38,146.186054
20.715949,38,146.961989
41.495891,38,147.727756
31.450512,38,148.501238
38.0,38,149.308159
23.243029,38,150.111351
10.840846,38,150.888149
17.393805,38,151.663606
13.797601,38,152.431973
