#{"t_start": 1682373550.5102167, "env_id": null}
r,l,t
11.570555,38,4.976182
9.432297,38,5.719056
26.0,38,6.471978
87.444518,38,7.229624
17.668804,38,8.057459
-375.168404,38,8.809559
18.034092,38,9.576823
3676.226026,38,10.318961
12.4,38,11.081601
33.0,38,11.861113
8.55292,38,12.617754
7.825219,38,13.386483
6.727174,38,14.164555
4.508941,38,14.932651
33.30051,38,15.677489
-2943.555131,38,16.428387
240.0,38,17.219038
19.766483,38,17.997059
6.678374,38,18.755665
6105.595126,38,19.508213
17.981815,38,20.294694
16.967847,38,21.05329
25.59189,38,21.806382
4.454369,38,22.559327
44.584467,38,23.317261
23.0,38,24.071139
4.277622,38,24.833355
32.908278,38,25.601014
14.669009,38,26.380185
16.535058,38,27.143885
28.591221,38,27.873705
17.47127,38,28.617029
31.681074,38,29.383383
32.966578,38,30.14066
3.713555,38,30.920854
22.0,38,31.687352
32.338994,38,32.503609
10.924762,38,33.326334
20.18286,38,34.145931
16.352112,38,34.937243
48.318168,38,35.717186
18.8,38,36.502094
21.043566,38,37.335789
-1670.110358,38,38.130388
9.873838,38,38.8926
65.927307,38,39.622829
24.071882,38,40.376954
31.919347,38,41.154949
12.428633,38,41.948677
17.631177,38,42.711326
7.179635,38,43.467151
29.0,38,44.229492
44.504011,38,44.98554
6286.605466,38,49.091699
14.4,38,49.846887
10.268624,38,50.627913
-12192.11791,38,51.434575
20.091279,38,52.232131
58.38501,38,53.004162
11.088364,38,53.800012
-4414.56907,38,54.554601
-187.787972,38,55.329915
10.811277,38,56.121857
15.037245,38,56.891982
10379.473614,38,57.648775
21.256365,38,58.40292
13.676318,38,59.194426
15.448417,38,59.947638
4.083207,38,60.721694
7.030933,38,61.52587
5.352551,38,62.291067
11.887178,38,63.082803
11.845094,38,63.853702
22.0,38,64.638865
22.911938,38,65.440664
16.0,38,66.227406
60.0,38,66.969223
5.947889,38,67.709202
20.0,38,68.46767
12.260312,38,69.270443
22.06195,38,70.055008
15.229415,38,70.814406
28.430069,38,71.561009
190.0,38,72.311755
64.0,38,73.071136
47.192246,38,73.820805
9.588236,38,74.581852
45.076923,38,75.35417
35.334936,38,76.157739
5291.017371,38,76.91093
30.848656,38,77.656062
-386.821109,38,78.394575
6.354262,38,79.172666
6.827839,38,79.951923
23.342893,38,80.702063
13.142514,38,81.452258
26.766355,38,82.219412
21.161521,38,83.004455
5495.277469,38,83.798489
76632.680588,38,84.531135
38.0,38,85.256743
18.900928,38,85.999378
7.386434,38,86.738851
30.0,38,87.496387
11.735994,38,88.230335
29.859095,38,88.984912
8006.674728,38,89.750101
130.496143,38,93.68085
9.389902,38,94.430976
8.023668,38,95.188779
101.671499,38,95.939234
13.578943,38,96.683477
6.076321,38,97.480331
13.995383,38,98.218039
3.429765,38,98.948806
15.2,38,99.679874
6.984574,38,100.443887
39.118465,38,101.229092
40.0,38,102.002891
22.630985,38,102.755001
23.527999,38,103.495545
9.858854,38,104.307879
27.791177,38,105.071984
1889.087539,38,105.804864
28.0,38,106.538477
17.100843,38,107.291104
25.0,38,108.063509
7.951494,38,108.808334
21.0,38,109.536427
5.787495,38,110.279474
21.0,38,111.017934
10.976065,38,111.757093
18.56,38,112.511677
5.818862,38,113.239345
2424.721385,38,113.965863
8.105146,38,114.725419
15.796528,38,115.462098
6.838373,38,116.209116
22.833872,38,116.941362
21.421375,38,117.695482
27.063367,38,118.44533
8.606905,38,119.187929
13.539315,38,119.936316
-351.100188,38,120.661429
-351.222222,38,121.421528
14.470912,38,122.188518
201.726428,38,122.914518
15.491593,38,123.652736
-335.955311,38,124.394027
11.206321,38,125.163162
-14606.851667,38,125.914798
12.898628,38,126.657367
11.767879,38,127.401006
17.852771,38,128.172714
3849.946327,38,128.920538
9.735168,38,129.649123
7081.113932,38,130.384008
20.003249,38,131.121902
21.360533,38,131.869194
13.6,38,132.587203
7.255408,38,133.312886
8.625408,38,137.322342
22.0,38,138.118315
16.437006,38,138.904737
14.545723,38,139.677172
26.0,38,140.431861
8.2,38,141.200784
34.0,38,141.984254
6131.275394,38,142.776539
21.038742,38,143.550605
37.0,38,144.328392
20.715949,38,145.105444
41.495891,38,145.873021
31.450512,38,146.655329
38.0,38,147.460972
23.243029,38,148.204649
-61.919577,38,148.966587
17.393805,38,149.721109
13.797601,38,150.439455
5.579451,38,151.187863
11.718035,38,151.943107
-9775.429458,38,152.67998
9.697202,38,153.422955
-247.978719,38,154.187586
17.8104,38,154.923353
8.230093,38,155.676908
8.806614,38,156.434231
-400.119667,38,157.165549
53.597234,38,157.893028
234.748892,38,158.630911
4.84698,38,159.375895
8.563765,38,160.149137
15.051015,38,160.914267
34.300721,38,161.665848
18.027556,38,162.403699
16.0,38,163.147069
22.214295,38,163.88511
24.926551,38,164.618147
16.628582,38,165.360363
13.351079,38,166.085809
11113.203579,38,166.869522
18.305247,38,167.651438
4.643997,38,168.442152
23.0,38,169.232552
12.318644,38,170.026898
2753.971836,38,170.836829
55.280597,38,171.599118
13.741483,38,172.36078
36.462051,38,173.137351
13.997822,38,173.924727
4.135195,38,174.672088
19.2,38,175.400283
13.2,38,176.116985
22.140987,38,176.886047
37.010648,38,177.667422
14.438867,38,181.431669
16.365497,38,182.15606
56.155138,38,182.881319
13.6,38,183.579672
-364.221622,38,184.310989
31.0,38,185.059604
9.6,38,185.817989
12.383879,38,186.559951
19.88127,38,187.293442
301.715586,38,188.044933
37.598892,38,188.780475
5.96704,38,189.53344
16.8,38,190.313597
-413.321855,38,191.076872
20.480712,38,191.878145
42.0,38,192.618509
28.752412,38,193.389475
12.353835,38,194.147008
25.220584,38,194.911688
17.263426,38,195.634385
11.386453,38,196.399766
48.0,38,197.193478
-379.981481,38,197.999668
20.217618,38,198.814992
9093.109499,38,199.586434
19.989727,38,200.352043
3430.783126,38,201.163165
5.00156,38,201.948796
42.000756,38,202.690292
26.583142,38,203.436488
3.836469,38,204.170273
9.449327,38,204.953062
46.505369,38,205.67582
-268.907273,38,206.417291
42.0,38,207.17133
10.90537,38,207.954683
9.8,38,208.786905
12.0,38,209.532554
44.972664,38,210.310702
412.718447,38,211.08814
-13114.784095,38,211.871737
2935.037041,38,212.6273
18.186397,38,213.407753
5.589743,38,214.185272
-416.177953,38,214.953129
-414.907435,38,215.747329
4.600916,38,216.507754
360.076694,38,217.247794
