total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
2336.0,996.0,1340.0,-0.0024537006926608463,4.530463584026639,-5.956915716602235,3541.5723481682717,258.6308672378034,-0.004958065396789914,-0.007462430100918982,-3469.9253305564607,1.0,-4.838203823565454,1.533567206234204e-06
