#{"t_start": 1682338663.3521225, "env_id": null}
r,l,t
11.570555,38,4.854638
9.432297,38,5.532841
26.0,38,6.200341
87.444518,38,6.874535
17.668804,38,7.55572
15.212666,38,8.219872
18.034092,38,8.89287
19.118718,38,9.566497
12.4,38,10.233647
33.0,38,10.900328
8.55292,38,11.563884
7.825219,38,12.226434
6.727174,38,12.896766
4.508941,38,13.571462
33.30051,38,14.229949
7.626579,38,14.900194
240.0,38,15.562449
19.766483,38,16.230311
6.678374,38,16.907934
4.935781,38,17.575549
17.981815,38,18.250703
16.967847,38,18.940169
25.59189,38,19.61003
4.454369,38,20.269713
44.584467,38,20.936255
23.0,38,21.613198
4.277622,38,22.271298
32.908278,38,22.941405
14.669009,38,23.61013
16.535058,38,24.273616
28.591221,38,24.952451
17.47127,38,25.622446
31.681074,38,26.287657
32.966578,38,26.956702
3.713555,38,27.622588
22.0,38,28.293674
32.338994,38,28.974529
10.924762,38,29.650229
20.18286,38,30.330417
16.352112,38,31.01843
48.318168,38,31.706913
18.8,38,32.37452
21.043566,38,33.045328
8.616493,38,33.728581
9.873838,38,34.391839
65.927307,38,35.076747
24.071882,38,35.748218
31.919347,38,36.406419
12.428633,38,37.09605
17.631177,38,37.77307
7.179635,38,38.45669
29.0,38,39.135897
44.504011,38,39.808861
4.894866,38,44.481189
14.4,38,45.155678
10.268624,38,45.820695
4.113695,38,46.482934
20.091279,38,47.149765
58.38501,38,47.821138
11.088364,38,48.485547
6.682755,38,49.156994
11.832531,38,49.828091
10.811277,38,50.487255
15.037245,38,51.161109
4.221945,38,51.837749
21.256365,38,52.508997
13.676318,38,53.174712
15.448417,38,53.84761
4.083207,38,54.51711
7.030933,38,55.192753
5.352551,38,55.852881
11.887178,38,56.519612
11.845094,38,57.186127
22.0,38,57.858207
22.911938,38,58.525001
16.0,38,59.19149
60.0,38,59.862523
5.947889,38,60.533604
20.0,38,61.214444
12.260312,38,61.884188
22.06195,38,62.555839
15.229415,38,63.221631
28.430069,38,63.884239
190.0,38,64.550265
64.0,38,65.231078
47.192246,38,65.894476
9.588236,38,66.556208
45.076923,38,67.216905
35.334936,38,67.87294
5.101617,38,68.536344
30.848656,38,69.208631
26.361781,38,69.866582
6.354262,38,70.519843
6.827839,38,71.186477
23.342893,38,71.855271
13.142514,38,72.526325
26.766355,38,73.212501
21.161521,38,73.893201
32.97918,38,74.553109
2.627589,38,75.217445
38.0,38,75.88063
18.900928,38,76.539351
7.386434,38,77.222517
30.0,38,77.89334
11.735994,38,78.550773
29.859095,38,79.217592
4.577526,38,79.901807
9.815144,38,84.487079
9.389902,38,85.194569
8.023668,38,85.866269
