#{"t_start": 1682326627.0538676, "env_id": null}
r,l,t
11.570555,38,4.988676
9.432297,38,5.560642
26.0,38,6.153869
87.444518,38,6.748958
17.668804,38,7.347665
15.212666,38,7.938433
18.034092,38,8.539599
19.118718,38,9.14308
12.4,38,9.739817
33.0,38,10.350911
8.55292,38,10.960338
7.825219,38,11.559786
6.727174,38,12.163522
4.508941,38,15.837486
33.30051,38,16.426153
7.626579,38,17.021415
240.0,38,17.647938
19.766483,38,18.260247
6.678374,38,18.875821
4.935781,38,19.483516
17.981815,38,20.083813
16.967847,38,20.72043
25.59189,38,21.368078
4.454369,38,21.99332
44.584467,38,22.621387
23.0,38,23.228022
4.277622,38,26.816778
32.908278,38,27.430079
14.669009,38,28.036611
16.535058,38,28.63464
28.591221,38,29.249154
17.47127,38,29.853076
31.681074,38,30.476689
32.966578,38,31.08552
3.713555,38,31.712424
22.0,38,32.314916
32.338994,38,32.974419
10.924762,38,33.63269
20.18286,38,34.285097
16.352112,38,37.991115
48.318168,38,38.621748
18.8,38,39.238745
21.043566,38,39.851778
8.616493,38,40.456522
9.873838,38,41.060733
65.927307,38,41.665244
24.071882,38,42.275462
31.919347,38,42.889882
12.428633,38,43.48845
17.631177,38,44.097153
7.179635,38,44.715345
29.0,38,45.320116
44.504011,38,48.904659
4.894866,38,52.543057
14.4,38,53.137967
10.268624,38,53.740699
4.113695,38,54.35023
20.091279,38,54.949519
58.38501,38,55.552928
11.088364,38,56.153478
6.682755,38,56.756457
11.832531,38,57.364072
10.811277,38,57.975627
15.037245,38,58.573624
4.221945,38,59.191868
21.256365,38,62.787295
13.676318,38,63.391706
15.448417,38,64.002729
4.083207,38,64.590082
7.030933,38,65.186295
5.352551,38,65.781602
11.887178,38,66.374244
11.845094,38,66.966758
22.0,38,67.558156
22.911938,38,68.14491
16.0,38,68.73749
60.0,38,69.313657
5.947889,38,69.910311
20.0,38,73.480334
12.260312,38,74.081744
22.06195,38,74.694612
15.229415,38,75.292209
28.430069,38,75.908313
190.0,38,76.519966
64.0,38,77.115818
47.192246,38,77.715669
9.588236,38,78.317834
45.076923,38,78.935187
35.334936,38,79.554917
5.101617,38,80.159304
30.848656,38,80.767238
26.361781,38,81.358539
6.354262,38,84.915078
6.827839,38,85.506877
23.342893,38,86.092986
13.142514,38,86.684056
26.766355,38,87.254197
21.161521,38,87.842537
32.97918,38,88.419502
2.627589,38,89.006155
38.0,38,89.585128
18.900928,38,90.150989
7.386434,38,90.734075
30.0,38,91.323858
11.735994,38,91.915745
29.859095,38,95.479983
4.577526,38,96.067451
9.815144,38,99.966276
9.389902,38,100.580173
8.023668,38,101.195736
101.671499,38,101.804322
13.578943,38,102.386457
6.076321,38,102.982754
13.995383,38,103.574789
3.429765,38,104.164233
15.2,38,104.752668
6.984574,38,105.340855
39.118465,38,105.936266
40.0,38,110.062995
22.630985,38,110.622062
23.527999,38,111.173615
9.858854,38,111.734989
27.791177,38,112.30502
13.469195,38,112.869738
28.0,38,113.443189
17.100843,38,114.033832
25.0,38,114.592804
7.951494,38,115.17295
21.0,38,115.730257
5.787495,38,116.324475
21.0,38,116.889105
10.976065,38,120.363819
18.56,38,120.928365
5.818862,38,121.524542
6.327531,38,122.096041
8.105146,38,122.655685
15.796528,38,123.217622
6.838373,38,123.779952
22.833872,38,124.342787
21.421375,38,124.908993
27.063367,38,125.498579
8.606905,38,126.089691
13.539315,38,126.665802
31.053302,38,127.239745
14.4,38,130.760535
14.470912,38,131.349252
201.726428,38,131.943656
15.491593,38,132.531609
13.801949,38,133.130939
11.206321,38,133.740869
3.687971,38,134.329942
12.898628,38,134.929323
11.767879,38,135.522331
17.852771,38,136.117969
19.892654,38,136.724253
9.735168,38,137.313112
4.707526,38,137.908392
20.003249,38,141.364339
21.360533,38,141.949461
13.6,38,142.545309
7.255408,38,143.129486
8.625408,38,146.847344
22.0,38,147.439044
16.437006,38,148.051178
14.545723,38,148.64433
26.0,38,149.248272
8.2,38,149.839516
34.0,38,150.43344
44.36897,38,151.036187
21.038742,38,151.629481
37.0,38,152.223942
20.715949,38,155.80353
41.495891,38,156.399625
31.450512,38,156.983159
38.0,38,157.583711
23.243029,38,158.18072
10.840846,38,158.780245
17.393805,38,159.35362
13.797601,38,159.962888
5.579451,38,160.569865
11.718035,38,161.158082
4.69664,38,161.747136
9.697202,38,162.343146
48.976229,38,162.928199
17.8104,38,166.498441
8.230093,38,167.115225
8.806614,38,167.729818
24.0,38,168.349504
53.597234,38,168.965374
9.463742,38,169.582944
4.84698,38,170.185633
8.563765,38,170.787086
15.051015,38,171.373787
34.300721,38,171.971422
18.027556,38,172.541588
16.0,38,173.130283
22.214295,38,173.707285
24.926551,38,177.334126
16.628582,38,177.970612
13.351079,38,178.584075
4.177159,38,179.18782
18.305247,38,179.779006
4.643997,38,180.366192
23.0,38,180.9771
12.318644,38,181.573129
6.143016,38,182.172271
55.280597,38,182.779901
13.741483,38,183.380972
36.462051,38,183.996564
13.997822,38,184.60281
4.135195,38,188.215508
19.2,38,188.825166
13.2,38,189.433924
22.140987,38,190.034445
37.010648,38,190.624509
14.438867,38,194.813591
16.365497,38,195.412143
56.155138,38,196.01949
13.6,38,196.613328
14.8,38,197.223176
31.0,38,197.824191
9.6,38,198.42361
12.383879,38,199.029027
19.88127,38,202.586046
10.83858,38,203.209378
37.598892,38,203.824454
5.96704,38,204.428895
16.8,38,205.034369
17.800734,38,205.629754
20.480712,38,206.220485
42.0,38,206.822343
28.752412,38,207.427829
12.353835,38,208.009603
25.220584,38,208.604996
17.263426,38,209.210577
11.386453,38,209.805138
48.0,38,213.414542
