total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
1757.0,865.0,892.0,0.0038733061867084993,19.027077633572997,-10.146028661536082,310.15435565987354,7643.710268946923,0.00371114418686199,0.00354898218701548,7408.164586950438,1.0,4.930851051311505,9.69708203422429e-07
