total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
139.0,65.0,74.0,0.0019395348532858158,16.398256094464738,-11.646559311674014,154.6360756279721,373.4379732610658,0.0004696259605779375,-0.0010002829321299408,204.04125707633096,1.0,0.831707073483555,0.4057882632520807
