total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
2714.0,1314.0,1400.0,0.0032285422781777066,13.768055017402196,-5.907548040276922,296.0728705895772,9862.117344329512,0.003131208283459302,0.0030338742887408977,9820.65703647878,1.0,6.595012969825788,7.130298857288142e-11
