total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
37.0,24.0,13.0,0.028199452322179297,58.272343233652556,-44.6176933899156,155.5590865494087,905.9203446482029,0.022840078235240435,0.01748070414830157,818.5062235387588,1.0,1.7406842326105367,0.0820703857123461
