total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
10.0,5.0,5.0,-0.020777156351858346,0.3666314136584816,-18.223142897136103,0.0,1.833157068292408,-0.020777156351858346,-0.020777156351858346,-89.2825574173881,1.0,-0.9796615146378743,0.3275085500205036
