total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
3006.0,1383.0,1623.0,0.0004721090263370822,4.101874970243122,-3.2749008423359767,1048.0793303950522,800.9612588085922,-0.0009110824092166185,-0.002294273844770319,357.72901673494994,1.0,0.34247962835472157,0.7320675255194407
