total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
2591.0,1268.0,1323.0,0.003914854125545951,16.211658000361375,-6.453727588079624,445.8655009288086,12101.82045571795,0.003769615003930694,0.0036243758823154364,12018.100745428876,1.0,7.068005020988295,3.087361375461439e-12
