total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
269.0,131.0,138.0,-4.839937435910945e-05,31.981222153466007,-30.427222847229785,830.701298033528,631.712157069914,-0.004318009015802953,-0.008587618657246795,-9.416650813662372,1.0,-0.012354890609361477,0.9901451298093229
