total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
40.0,26.0,14.0,0.020579169868672434,45.968764514848786,-38.20129965627434,388.8452248136843,663.6569497273989,0.008461545226327208,-0.003656079416018018,660.3696821982278,1.0,1.649140791346168,0.09945723596744652
