total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
4.0,3.0,1.0,-0.02757776137567849,11.942134964625671,-123.36092212089537,123.36092212089537,35.82640489387701,-0.06644263641132495,-0.1053075114469714,-87.53451722701836,1.0,-0.6932900914216421,0.48830099610242816
