total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
98.0,50.0,48.0,0.012177584082307182,55.54035407901861,-38.47390624594133,297.34251285123094,1115.420246341853,0.008285259642210342,0.004392935202113503,930.2702041457474,1.0,1.3748603713244394,0.16950659191145892
