total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
5.0,2.0,3.0,-0.015573438437381877,1.2202535007751563,-12.078673615037786,33.88463254075223,2.35138830436113,-0.03118794399836838,-0.046802449559354885,-33.79551384356304,1.0,-1.5484504283989615,0.12185483019581068
