total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
117.0,68.0,49.0,0.000642435828236074,15.821650945701215,-21.26228199444678,442.31575481668744,452.3204144430526,-0.007710173171797597,-0.01606278217183127,34.0204465797905,1.0,0.0939579242663125,0.9251628622013888
