total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
21.0,9.0,12.0,-0.03375666649235915,8.127030582249192,-32.742914866310095,319.77170315547846,57.773014865247404,-0.0675133329847183,-0.10126999947707746,-319.77170315547846,1.0,-1.795165397907506,0.07295264484301302
