total_bets,winning_bets,losing_bets,roi,avg_win,avg_loss,mdd,mru,rar,prom,pp,se,t_stat,p_value
100.0,56.0,44.0,-0.007495349084209832,14.41321310585859,-26.21473326071966,545.6642847516584,187.62858148654152,-0.01930547303470701,-0.031115596985204195,-346.30832954358436,1.0,-0.7710963451912692,0.44084610879978303
